Name,ring,quadrant,isNew,description
Artifactory/Container Registry,Adote,Ferramentas,FALSE,"<p>O <a href=""https://jfrog.com/artifactory/"">Artifactory</a> é um gerenciador de repositórios de artefatos binários com suporte para Maven, Docker, NPM e outros tipos de pacotes. Ele possibilita armazenar de forma eficiente, controlar o acesso e prover um mecanismo de busca dos artefatos armazenados. Para mais informações para uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Artifactory"">as orientações da TI</a>."
Bitbucket,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.atlassian.com/software/bitbucket/enterprise/data-center"">Bitbucket</a> é a ferramenta corporativa para controle de versão e revisão de código, baseada no Git. Para mais informações sobre uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Bitbucket"">as orientações da TI</a>."
Confluence,Adote,Ferramentas,FALSE,"<p>O < href=""https://www.atlassian.com/br/software/confluence"">Confluence</a> é um wiki corporativo desenvolvido pela Atlassian usado para manter documentação de modo colaborativo.  Para mais informações sobre uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Confluence"">as orientações da TI</a>."
Cucumber,Adote,Ferramentas,FALSE,"<p>O <a href=""https://cucumber.io/"">Cucumber</a> é uma ferramenta para testes que suporta o Desenvolvimento Orientado por Comportamento, do inglês BDD - Behavior Driven Development. O Cucumber é usado para descrever o valor do negócio em uma linguagem natural, o que permite que equipes de desenvolvimento de software descrevam como o software deve se comportar em texto simples e escrevendo especificações através de exemplos."
dotNET,Evite,Linguagens & Frameworks,FALSE,"<p>O <a href=""https://dotnet.microsoft.com/"">dotNet</a>, também conhecido como .NET, é uma plataforma de desenvolvimento de código aberto amplamente utilizada para a construção de diversos tipos de aplicativos, como aplicações web, desktop, mobile, entre outros. O dotNet oferece suporte a várias linguagens de programação, incluindo C# e F#. <strong>No entanto, recomenda-se evitar o uso de .NET e utilizar Java para o desenvolvimento de aplicações gerais, React para web e React Native para mobile.</strong>"
Styled Component,Experimente,Linguagens & Frameworks,FALSE,"<p>O <a href=""https://styled-components.com/"">Styled Components</a> é uma biblioteca popular de estilo em CSS para aplicações JavaScript. Com essa abordagem, os estilos são escritos diretamente nos componentes, tornando o código mais modular, legível e fácil de manter. Com a utilização dos Styled Components, é possível criar estilos reutilizáveis, personalizados e dinâmicos, com a vantagem de que eles são automaticamente encapsulados no escopo do componente. Além disso, a biblioteca oferece recursos avançados, como interpoladores, temas e suporte a CSS-in-JS. Os Styled Components são adotados em projetos React e React Native e podem ser facilmente integrados a outras bibliotecas e frameworks."
Helm,Adote,Ferramentas,FALSE,"<p>O <a href=""https://helm.sh/"">Helm</a> é uma ferramenta de gerenciamento de pacotes de código aberto utilizada na orquestração e implantação de aplicativos em ambientes de nuvem. Desenvolvido para funcionar em conjunto com o Kubernetes, o Helm simplifica o processo de implantação de aplicativos complexos, permitindo a definição e o gerenciamento de pacotes chamados ""charts"". Com o Helm, os desenvolvedores podem empacotar, compartilhar e implantar facilmente suas aplicações, bem como gerenciar as dependências e configurações específicas do ambiente. Ele fornece uma interface de linha de comando intuitiva e uma estrutura de diretórios padronizada para organizar os arquivos de configuração. Além disso, o Helm permite o versionamento dos charts, facilitando a implantação de diferentes versões de uma aplicação."
Jenkins,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.jenkins.io/"">Jenkins</a> é uma plataforma de código aberto para automatização de partes do processo de software como compilação, integração, execução de testes e até implantação em produção. Para mais informações sobre uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Jenkins"">as orientações da TI</a>."
Jira,Adote,Ferramentas,FALSE,"<p>O <a href=”https://www.atlassian.com/br/software/jira”>Jira</a> é uma ferramenta de desenvolvimento de software que permite o monitoramento de tarefas e acompanhamento de projetos, garantindo o gerenciamento de todas as suas atividades em um único lugar. Para mais informações sobre uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/Jira"">as orientações da TI</a>."
JMeter,Adote,Ferramentas,FALSE,"<p>O <a href=""https://jmeter.apache.org/"">JMeter</a> é uma ferramenta de código aberto amplamente utilizada para testes de desempenho e carga em aplicações web. O JMeter oferece recursos abrangentes para simular cenários de uso realista e medir o desempenho de aplicações sob diferentes cargas de trabalho. Com o JMeter, os desenvolvedores podem criar planos de teste detalhados que incluem várias solicitações HTTP, simulação de usuários simultâneos, manipulação de cookies e cabeçalhos, extração de dados de respostas, entre outros recursos. Ele suporta diferentes protocolos de comunicação, como HTTP, HTTPS, FTP, JDBC, SOAP e mais, permitindo testar uma ampla gama de aplicações e serviços."
Maven 3,Adote,Ferramentas,FALSE,"<p>O <a href="""">Maven</a> é uma ferramenta de código aberto projetada para gerenciar projetos de desenvolvimento, com foco especial na linguagem Java. Ele oferece recursos abrangentes para compilação, publicação, implantação e gerenciamento de dependências, simplificando o processo de construção de software. O Maven se destaca como uma alternativa moderna ao <a href=""https://ant.apache.org/"">Ant</a>, fornecendo uma abordagem baseada em convenções e configuração declarativa. "
OpenGrok,Adote,Ferramentas,FALSE,"<p>O <a href=""https://oracle.github.io/opengrok/"">OpenGrok</a> é uma ferramenta web para busca em código fonte, que permite aos usuários buscar, fazer referência cruzada e navegar nas árvores de diretório do código. A ferramenta, escrita em Java, é capaz de trabalhar com vários formatos de arquivos (ex: C, Perl, Java, Shell, SQL, XML, etc). Para mais informações para uso no CPQD, consulte <a href=""https://confluence.cpqd.com.br/display/TI/OpenGrok"">as orientações da TI</a>."
Selenium,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.selenium.dev/"">Selenium</a> é uma ferramenta de código aberto que automatiza os navegadores Web. Ele fornece uma interface única que permite escrever scripts de testes em linguagens de programação como Ruby, Java, NodeJS, PHP, Perl, Python e C#, entre outras."
"SonarQube/SonarLint para QA
",Adote,Ferramentas,FALSE,"<p> O <a href=""https://www.sonarqube.org/"">SonarQube community</a> é uma ferramenta para inspeção contínua da qualidade do código, incluindo análise estática de código para uma grande variedade de linguagens, detecção de bugs e vulnerabilidades e métricas de qualidade. A ferramenta está <a href=""https://sonarqube.cpqd.com.br/"">disponível para uso no CPQD</a>. Já o <a href=""https://www.sonarlint.org/"">SonarLint</a> é uma extensão para IDE de código aberto que realiza inspeção de código enquanto você codifica. Como um corretor ortográfico, o SonarLint marca falhas e fornece feedback em tempo real e orientações de correção. É possível sincronizar o SonarLint com o profile definido no SonarQube.
<p><strong>A versão community tem mostrado bons resultados para detecção de violação de boas práticas de codificação, duplicação de código, complexidade excessiva, exibir métricas de código e cobertura. Para estes casos recomendamos o uso SonarQube em companhia com o SonarLint. No entanto, para a identificação de vulnerabilidades, temos algumas ressalvas e tratamos do assunto em um blip específico (SonarQube/SonarLint para SAST)</strong>. "
Zephyr Scale,Adote,Ferramentas,FALSE,"<p>O <a href=""https://marketplace.atlassian.com/apps/1213259/zephyr-scale-test-management-for-jira"">Zephyr Scale</a> é um plugin que acrescenta funcionalidades ao Jira para planejar, gerenciar e mensurar o ciclo de vida de testes usando metodologias tradicionais e ágeis. Até novembro de 2020 ele era chamado Test Management for Jira, ou TM4J, mas foi renomeado para Zephyr Scale. É uma alternativa mais moderna ao TestLink. Para mais informações sobre uso no CPQD, <a href=""https://confluence.cpqd.com.br/display/TI/Zephyr+Scale"">consulte as orientações da TI</a>."
ChatGPT,Adote,Ferramentas,FALSE,"<p>O <a href=""https://openai.com/blog/chatgpt"">ChatGPT</a> é uma ferramenta de IA generativa com potencial para ser útil em várias partes do processo de construção de software, desde a geração de ideias e requisitos até a criação de código e testes. Sua capacidade de trabalhar em várias partes do ciclo de vida do software o torna uma ferramenta versátil, que pode melhorar a eficiência e reduzir erros no processo de desenvolvimento. Pode ser uma ferramenta valiosa para produzir um primeiro rascunho. Recomendamos fortemente experimentar o ChatGPT, mas tendo ciência que a ferramenta ainda está longe de ser perfeita e é fundamental avaliar cuidadosamente os resultados gerados e ajustá-los de acordo com o contexto específico da aplicação. Para mais informações sobre uso no CPQD, <a href=""https://confluence.cpqd.com.br/display/CSW/ChatGPT"">consulte as recomendações da TI</a>."
DVC,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://dvc.org/"">DVC</a> é um sistema de versionamento de dados, modelos de aprendizado de máquina e experimentos. Ele é independente de plataforma, de código aberto e gratuito. Foi projetado para tornar modelos de ML compartilháveis, experimentos reproduzíveis e para rastrear versões de modelos, dados e pipelines. O DVC funciona sobre repositórios Git e armazenamento em nuvem."
GraalVM,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://www.graalvm.org/"">GraalVM</a> é um ambiente de execução de alto desempenho projetado para acelerar a execução de aplicações desenvolvidas em Java e outras linguagens que rodam na JVM. Além de fornecer melhorias significativas no desempenho, o GraalVM também oferece suporte a outras linguagens, como Javascript, Python, Ruby e R, permitindo que os desenvolvedores criem aplicações poliglotas. Essa capacidade de executar várias linguagens no mesmo ambiente é uma característica poderosa do GraalVM, proporcionando maior flexibilidade e possibilitando a integração de diferentes tecnologias em um único aplicativo. Com seu desempenho aprimorado e suporte a várias linguagens, o GraalVM é uma opção atraente para desenvolvedores que buscam melhorar o desempenho e a eficiência de suas aplicações, independentemente da linguagem de programação utilizada."
Gradle,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://gradle.org//"">Gradle</a> é uma ferramenta de automação de build de código aberto que combina conceitos do Apache Maven e Apache Ant. Com suporte para uma variedade de linguagens, como Java, Scala, C/C++ e Groovy, o Gradle é especialmente adequado para projetos de grande escala. Ele oferece uma abordagem flexível e declarativa para a construção e o gerenciamento de projetos, permitindo que os desenvolvedores definam e automatizem tarefas complexas de build. O Gradle utiliza uma linguagem de script poderosa e intuitiva, permitindo a personalização do processo de build de acordo com as necessidades específicas do projeto. Com sua escalabilidade e capacidade de lidar com projetos multilíngues, o Gradle é uma escolha sólida para equipes de desenvolvimento que buscam uma ferramenta de build versátil e eficiente."
Horusec,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://horusec.io/"">Horusec</a> é uma poderosa ferramenta de análise estática de código aberto, projetada para identificar vulnerabilidades de segurança durante a fase de desenvolvimento. Com suporte para as principais linguagens de programação, o Horusec auxilia os desenvolvedores na detecção e correção proativa de vulnerabilidades em seu código. Além disso, o Horusec funciona como um integrador de vários scanners de vulnerabilidades, permitindo a consolidação de resultados e simplificando o processo de análise de segurança. Com uma abordagem abrangente e flexível, o Horusec ajuda as equipes de desenvolvimento a fortalecer a segurança de seus aplicativos e reduzir os riscos de exploração de vulnerabilidades no ambiente de produção."
KEDA,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://keda.sh/"">KEDA</a> (Kubernetes Event-Driven Autoscaling) é uma ferramenta inovadora que oferece recursos avançados de escalonamento automático para containers no ambiente Kubernetes. Ao contrário do escalonamento tradicional baseado em métricas de recursos, o KEDA possibilita o dimensionamento com base no número de eventos que precisam ser processados. Essa abordagem é especialmente útil em cenários onde a carga de trabalho é impulsionada por eventos, como mensagens, filas, streams e outras fontes de eventos. Com o KEDA, os desenvolvedores podem aproveitar ao máximo a elasticidade e a eficiência do Kubernetes, garantindo que os recursos do cluster sejam dimensionados automaticamente de acordo com a demanda do processamento de eventos. Essa capacidade de escalonamento dinâmico e orientado a eventos torna o KEDA uma ferramenta valiosa para aplicativos modernos baseados em eventos, proporcionando uma experiência escalável e resiliente"
Liquibase,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://www.liquibase.org/"">Liquibase</a> é uma ferramenta de código aberto para rastrear, gerenciar e aplicar alterações nos esquemas de banco de dados. Com suporte a uma variedade de bancos, incluindo Oracle, PostgreSQL, MongoDB e Cassandra, o Liquibase oferece flexibilidade para trabalhar com diferentes tecnologias de banco de dados. Ele permite que os desenvolvedores controlem e apliquem alterações de forma controlada e segura nos esquemas de banco de dados, mantendo a integridade dos dados ao longo do ciclo de vida da aplicação.</p>"
Locust,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://locust.io/"">Locust</a> é uma poderosa ferramenta de teste de carga projetada para simular o comportamento de um grande número de usuários em uma aplicação. Escrito em Python, o Locust permite que os testes de carga sejam criados de forma simples e eficiente. Uma de suas principais vantagens é a capacidade de ser facilmente clusterizado, o que possibilita a criação de cenários com milhões de usuários simultâneos. Com uma comunidade em crescimento, o Locust tem se mostrado uma alternativa popular ao JMeter."
Mobile Security Framework (MobSF),Experimente,Ferramentas,FALSE,"<p>O <a href=""https://github.com/MobSF/Mobile-Security-Framework-MobSF"">MobSF</a> é um ferramenta de análise de vulnerabilidades em aplicativos móveis (Android/iOS/Windows) capaz de fazer análises estáticas e dinâmicas sobre os binários dos aplicativos em vários formatos (APK, XAPK, IPA & APPX). <strong>Não estamos falando aqui da versão online gratuita desta ferramenta que deve ser evitada a fim de não expor propriedade intelectual do aplicativo móvel a terceiros possivelmente não confiáveis</strong>. O CPQD oferece uma <a href:""https://mobsf.cpqd.com.br"">versão acessível internamente (ou pela VPN)</a>. "
OWASP Dependency-Check,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://owasp.org/www-project-dependency-check/"">OWASP Dependency-Check</a> é uma ferramenta open source para fazer o scan antecipado de aplicações para encontrar componentes e dependências vulneráveis nas fases iniciais do desenvolvimento. Ferramenta complementar a outras ferramentas de segurança como o Trivy. Trata o item A06 (Vulnerable and Outdated Components) da lista Top 10 2021 do OWASP. Suporta várias linguagens de programação e pode ser integrado em pipelines de CI/CD."
OWASP ZAP,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://www.zaproxy.org/"">OWASP Zap</a> é uma ferramenta open source de análise dinâmica projetada para identificar vulnerabilidades em aplicações Web. Ele oferece recursos abrangentes para avaliar a segurança de um aplicativo, incluindo a detecção de falhas de segurança comuns, como injeção de SQL, cross-site scripting (XSS) e configurações incorretas. Com suporte para testes automatizados e manuais, o OWASP Zap é amplamente utilizado por desenvolvedores e profissionais de segurança para garantir a robustez e a integridade das aplicações web."
Structurizr ,Adote,Ferramentas,FALSE,"<p>O <a href=""https://structurizr.com/"">Structurizr</a> é uma ferramenta de diagramação que suporta a construção de diagramas do C4-model, uma abordagem para modelagem de arquitetura de software. O Structurizr permite criar e representar esses diagramas de forma eficiente em código, utilizando uma Domain-Specific Language (DSL). Essa abordagem traz vantagens significativas, como a capacidade de versionar os diagramas junto com o código-fonte, proporcionando uma visão clara e atualizada da arquitetura em todo o ciclo de vida do projeto."
Terraform,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://www.terraform.io/"">Terraform</a> é uma poderosa ferramenta de infraestrutura como código, que possibilita a definição, alteração e versionamento de recursos de infraestrutura de forma segura e eficiente. Com suporte para nuvens públicas e ambientes on-premise, o Terraform permite criar e gerenciar a infraestrutura de maneira programática, garantindo a consistência e facilitando a automação dos processos de provisionamento e configuração."
Trivy,Experimente,Ferramentas,FALSE,"<p>O <a href=""https://trivy.dev/"">Trivy</a> é uma ferramenta open source para fazer o scan de segurança em busca de vulnerabilidades em imagens Docker,  sistema de arquivos e arquivos de IaC, geração e scan de SBOM, etc. No CPQD, recomendamos adicionar a ferramenta a pipeline para verificação de vulnerabilidades em imagens Docker e rodar locamente durante o desenvolvimento das imagens. A ferramenta deve ser usada em conjunto com outras para aumentar a cobertura da segurança das aplicações. Para informações adicionais, <a href=""https://confluence.cpqd.com.br/display/TI/Trivy"">consulte orientações da TI</a>."
Unleash,Experimente,Ferramentas,FALSE,"<p><a href=""https://www.getunleash.io/"">Unleash</a> é uma poderosa ferramenta de feature flag projetada para fornecer controle granular sobre as funcionalidades de um aplicativo. Com o Unleash, os desenvolvedores podem facilmente implementar e gerenciar recursos de lançamento progressivo, teste A/B e personalização de recursos com base em configurações. Isso permite que as equipes de desenvolvimento introduzam novos recursos de forma segura e se adaptem às necessidades dos usuários em tempo real, sem a necessidade de implantar atualizações completas do aplicativo. Com suporte para várias plataformas e uma interface amigável, o Unleash é uma ferramenta essencial para o desenvolvimento ágil e aprimoramento contínuo de produtos e serviços."
Anomaly Detection in Prometheus Metrics,Estude,Ferramentas,FALSE,"<p>O <a href=""https://github.com/AICoE/prometheus-anomaly-detector"">Anomaly Detection in Prometheus Metrics</a> é uma ferramenta avançada que utiliza algoritmos de aprendizado de máquina, como modelos de Fourier e Prophet, para realizar previsões em séries temporais e identificar comportamentos anômalos nas métricas. A ferramenta realiza a previsão dos valores futuros com base nos padrões históricos e os compara com os valores reais. Caso os valores previstos estejam significativamente diferentes dos valores de limite padrão, uma anomalia é sinalizada, permitindo a detecção precoce de possíveis problemas ou eventos fora do comum nas métricas do Prometheus."
Argo Rollouts,Estude,Ferramentas,FALSE,"<p>O <a href=""https://argo-rollouts.readthedocs.io/en/stable"">Argo Rollouts</a> é uma tecnologia avançada para implantação no Kubernetes. Ele oferece recursos sofisticados, como implantação blue-green, canário, experimentação e entrega progressiva, permitindo estratégias flexíveis e seguras de implantação. Com o Argo Rollouts, é possível introduzir gradualmente novos recursos, testar versões de aplicativos em um ambiente controlado e garantir maior confiabilidade e qualidade nas implantações no Kubernetes."
Detox,Estude,Ferramentas,FALSE,"<p>O <a href=""https://wix.github.io/Detox/"">Detox</a> é uma moderna ferramenta de teste de código aberto desenvolvida para automatizar testes end-to-end em aplicativos móveis. Ele é especialmente projetado para testar aplicativos React Native, permitindo que desenvolvedores e testadores criem e executem testes automatizados confiáveis e eficientes. O Detox é capaz de simular interações do usuário em aplicativos móveis, como toques, deslizes, digitação e gestos. Com isso, é possível validar a funcionalidade e a integração de um aplicativo em diferentes cenários e condições. Uma das principais vantagens do Detox é sua integração nativa com o ambiente de desenvolvimento React Native. Ele funciona em conjunto com as ferramentas e bibliotecas existentes, permitindo que os desenvolvedores incorporem testes automatizados em seu fluxo de trabalho de desenvolvimento de forma contínua."
Devcontainer,Adote,Ferramentas,FALSE,"<p>O <strong>Devcontainer</strong> é uma técnica de containerização do ambiente de desenvolvimento que permite compartilhar boas práticas, padronizar o ambiente de desenvolvimento e acelerar o ramp-up de novos colaboradores. Com suporte em IDEs populares como o <a href=""https://code.visualstudio.com/docs/devcontainers/containers"">VS Code</a>, o Devcontainer permite definir um ambiente consistente e reproduzível, fornecendo todas as dependências necessárias para um projeto específico. Isso facilita a configuração do ambiente de desenvolvimento, reduz conflitos entre as máquinas dos desenvolvedores e promove a colaboração eficiente em equipes de desenvolvimento. Além disso, o Devcontainer oferece flexibilidade ao permitir a definição personalizada de ferramentas, configurações e extensões para atender às necessidades específicas do projeto."
Eclipse Migration Toolkit for Java,Experimente,Ferramentas,FALSE,"
<p>O <a href=""https://projects.eclipse.org/projects/adoptium.emt4j"">Eclipse Migration Toolkit for Java (EMT4J)</a> é um projeto de ferramentas que auxilia na migração de versões do Java, fornecendo recursos estáticos e dinâmicos, bem como documentos de suporte. Essas ferramentas são especialmente projetadas para facilitar a migração de aplicativos Java de versões anteriores do OpenJDK para versões mais recentes. Durante o processo de migração, o EMT4J destaca as alterações necessárias por meio de relatórios de análise, permitindo que os desenvolvedores identifiquem e corrijam eficientemente incompatibilidades e problemas específicos da atualização do Java."
Ferramentas de IA generativa de código aberto,Estude,Ferramentas,FALSE,"<p>Existem <a href=""https://github.com/steven2358/awesome-generative-ai"">inúmeras iniciativas de ferramentas de código aberto para IA Generativa</a> que estão em diferentes estágios de desenvolvimento. No entanto, é importante ressaltar que ainda há uma diferença significativa em relação às ferramentas comerciais, devido aos recursos consideráveis investidos em treinamento. Apesar deste cenário, recomendamos acompanhar de perto a evolução dessas ferramentas de código aberto, pois elas têm o potencial de se tornarem alternativas no futuro."
Duplo Diamante,Adote,Técnicas,FALSE,"<p>O <strong>Duplo Diamante</strong> é um framework que guia designers na solução de problemas por meio de um processo bem definido. Composto por duas áreas distintas, problema e solução, o framework é representado por dois losangos (diamantes) divididos ao meio, abrangendo quatro etapas essenciais: descobrir, definir, desenvolver e entregar. Na primeira etapa, descobrir, o foco está em compreender integralmente o problema, explorando diversas perspectivas. Em seguida, na etapa de definir, são estabelecidos os desafios e metas a serem alcançados. A etapa de desenvolver se dedica à geração de ideias e à exploração de soluções viáveis. Por fim, na etapa de entregar, as soluções selecionadas são implementadas e entregues aos usuários finais. O Duplo Diamante oferece uma abordagem estruturada e iterativa para orientar designers na solução de problemas de design, incentivando a criatividade, a colaboração e a inovação. Para detalhes sobre sua aplicação <a href=""https://confluence.cpqd.com.br/display/CSW/12.2+Tecnologia"">consulte documentação interna</a>."
Kotlin Multiplataform Mobile,Estude,Ferramentas,FALSE,"<p>O <a href=""https://kotlinlang.org/docs/multiplatform.html"">Kotlin Multiplatform Mobile</a> é uma solução versátil para o desenvolvimento de aplicativos móveis multiplataforma. Com base na linguagem de programação Kotlin, essa tecnologia permite compartilhar código entre plataformas, como Android e iOS, reduzindo a duplicação de esforços no desenvolvimento. O Kotlin Multiplatform Mobile permite que desenvolvedores escrevam lógica de negócios comuns em um único conjunto de código compartilhado, ao mesmo tempo em que oferece a flexibilidade de implementar a interface do usuário de forma nativa em cada plataforma. Com suporte a bibliotecas e APIs nativas, essa abordagem simplifica a manutenção e acelera o desenvolvimento de aplicativos móveis, proporcionando maior produtividade e agilidade às equipes de desenvolvimento."
Atomic Design,Experimente,Técnicas,FALSE,"<p>O <a href=""https://bradfrost.com/blog/post/atomic-web-design/"">Atomic Design</a> é uma metodologia para criação e organização de interfaces de usuário de maneira modular e sistemática. Baseada em componentes reutilizáveis, o Atomic Design divide as interfaces em unidades menores chamadas átomos, moléculas, organismos, templates e páginas. Essa abordagem permite uma construção escalável e consistente, facilitando a manutenção, a reutilização e a colaboração em projetos de design e desenvolvimento. O Atomic Design pode ser aplicado em diferentes tecnologias e frameworks, ajudando equipes a criar interfaces eficientes e consistentes em diferentes plataformas."
Micro Frontend,Estude,Técnicas,FALSE,"<p>Assim como a arquitetura de microserviços para aplicações de backend, tem se tornado cada vez mais popular a técnica de <a href=""https://martinfowler.com/articles/micro-frontends.html"">micro frontends</a> para o desenvolvimento de frontends. Essa abordagem consiste em dividir o frontend em partes menores e com baixo acoplamento, tornando-o mais gerenciável e eficiente. Com os micro frontends, equipes que lidam com frontends grandes e complexos podem trabalhar de forma mais eficaz, permitindo o desenvolvimento, implantação e evolução independentes de cada parte do frontend."
Proguard,Evite,Ferramentas,FALSE,"<p>O <a href=""https://www.guardsquare.com/proguard"">Proguard</a> é uma ferramenta de otimização e ofuscação de código de código aberto amplamente utilizada para aplicativos Android desenvolvidos em Java ou Kotlin. Ele é projetado para reduzir o tamanho do arquivo e melhorar o desempenho do aplicativo, removendo código não utilizado, otimizando a execução e ofuscando o código para torná-lo mais difícil de ser compreendido e desmontado. O Proguard pode ser facilmente integrado aos processos de compilação e construção do projeto Android, oferecendo uma camada adicional de segurança. Após estudos, identificamos que a ofuscação gratuita (proguard) não se mostrou tão eficiente, desta maneira a ferramenta passa para o Evite."
"SonarQube/Sonar Lint para SAST 

",Estude,Ferramentas,FALSE,"<p> O <a href=""https://www.sonarqube.org/"">SonarQube community</a> é uma ferramenta para inspeção contínua da qualidade do código, incluindo análise estática de código para uma grande variedade de linguagens, detecção de bugs e vulnerabilidades e métricas de qualidade. A ferramenta está <a href=""https://sonarqube.cpqd.com.br/"">disponível para uso no CPQD</a>. Já o <a href=""https://www.sonarlint.org/"">SonarLint</a> é uma extensão para IDE de código aberto que realiza inspeção de código enquanto você codifica. Como um corretor ortográfico, o SonarLint marca falhas e fornece feedback em tempo real e orientações de correção. É possível sincronizar o SonarLint com o profile definido no SonarQube.
<p>A edição Community não possui o mesmo conjunto de regras das edições comerciais (Developer, Cloud e Enterprise). Por isso, observam-se mais falsos positivos (alarmes falsos) e falsos negativos (omissões) na edição comunitária que em outras edições, além de questões de integração de scanners modernos e atualização das regras para tecnologias de software mais novas. Esta situação diminui a confiança e prejudica a adoção da ferramenta como SAST preferencial da organização. Por outro lado, existe uma comunidade de usuários bastante ativa e que pode ser consultada na busca por soluções para as lacunas da edição gratuita em situações específicas. Esta recomentação também vale para o SonarLint autônomo ou integrado ao servidor SonarQube Community."
Sphinx,Estude,Ferramentas,FALSE,"<p>O <a href=""https://www.sphinx-doc.org/en/master/"">Sphinx</a> é um gerador de documentos que converte reStructuredText (RST, um formato de markup criado pela comunidade Python) em sites HTML e outros formatos, como PDF e EPUB. Ele é usado por diversos projetos importantes para manter a sua documentação, que é versionada junto ao código, facilitando a sua manutenção."
Ant,Evite,Ferramentas,FALSE,"<p>O <a href=""https://ant.apache.org/"">Apache Ant</a> é uma ferramenta de código aberto para automação de build de software. Ele é similar ao make, mas é escrito na linguagem Java; e foi desenvolvida inicialmente para ser utilizada em projetos desta linguagem. Existem alternativas mais modernas como o Maven, que deve ser, preferencialmente, adotada."
Cloud-based free SAST / SCA as a Service (for OSS),Evite,Ferramentas,FALSE,"<p><strong>Evite ferramentas SAST e SCA como serviços gratuitos na nuvem</strong>. Muitos repositórios de software na nuvem e fabricantes de ferramentas de segurança oferecem gratuitamente acesso a ferramentas SAST, SCA e outros scanners de vulnerabilidades para projetos OSS hospedados em nuvens abertas ou por meio do upload de códigos fontes ou binários. Não existe almoço grátis! Usar ferramentas de segurança gratuitas em nuvem pode causar acesso não autorizado à propriedade intelectual (por exemplo, ao código fonte ou apk do app móvel) do CPQD e seus parceiros por terceiros não confiáveis. Por isso, este uso deve ser analizado caso a caso e evitado se possível."
Cypress,Adote,Ferramentas,FALSE,"<p>O <a href=""https://www.cypress.io/"">Cypress</a> é uma ferramenta de teste automatizado de interface de usuário para aplicativos web. Com uma arquitetura intuitiva e recursos avançados, simplifica o processo de escrever, executar e depurar testes, oferecendo recarregamento automático, captura de screenshots e vídeos, localização precisa de elementos e suporte a vários navegadores. Anteriormente, o Cypress apresentava algumas limitações, como falta de suporte nativo à execução em paralelo, dificuldades para interagir com elementos fora do DOM e automação em dispositivos móveis, além de funcionar apenas em sistemas Single-Page. <strong>No entanto, algumas dessas limitações foram contornadas, tornando o Cypress uma opção viável. Cypress é Indicado para projetos novos e modernos, com UX single page modernas, não sendo indicado para projetos multi janelas e com mapas na interface.</strong></p>"
Python Behave,Adote,Ferramentas,,"<p>O <a href=""https://behave.readthedocs.io/"">Python Behave</a> é uma ferramenta de automação de testes baseada em BDD (Behavior-Driven Development) que permite criar cenários de teste escritos em linguagem natural, mapeados para código Python. Ideal para automação de APIs feitas em Python, o Behave é especialmente útil em contextos onde não há necessidade de interface gráfica e a equipe já possui habilidades na linguagem Python. Com ele, é possível definir testes claros e legíveis que verificam o comportamento das APIs, facilitando a manutenção e a colaboração entre desenvolvedores e outros stakeholders. Ferramentas como I2 e pailot têm adotado o Behave para criar testes eficientes e robustos para suas integrações de API, aproveitando sua capacidade de automatização e facilidade de uso para equipes familiarizadas com Python.</p>"
"EA para diagramas de arquitetura
",Evite,Ferramentas,FALSE,"<p>O <a href=""https://sparxsystems.com/"">EA (Enterprise Architect)</a> é uma ferramenta para visualizar, analisar, modelar, testar e manter processos e arquiteturas de software. Desde de 2021 a licença não é mais renovada pelo CPQD em razão de cada vez mais ser menor o número de usuários. Como alternativa para a criação de diagramas de arquitetura, aconselhamos o do modelo <a href=""https://c4model.com/"">C4</a> ao invés de UML e experimentar a ferramenta <a href=""https://structurizr.com/"">structurizr</a>."
Robot,Evite,Ferramentas,FALSE,"<p>O <a href="""">Robot</a> é um framework de teste de código aberto utilizado para automação de testes de software. Com uma sintaxe simples e legível, permite que equipes de desenvolvimento e testes escrevam casos de teste de forma eficiente. O framework é altamente extensível e oferece suporte a diferentes tipos de testes, como testes de interface de usuário, testes de API e testes de aceitação. Ele possui uma arquitetura modular, permitindo a integração com outras ferramentas e bibliotecas, e oferece recursos avançados, como geração de relatórios e logs detalhados. <strong>Apesar de todas as funcionalidades, recomendamos a utilização do Selenium, que é uma solução mais madura, e com uma quantidade maior de usuários no CPQD.<strong>"
